Country,Date,Pfizer/BioNTech,Moderna,Oxford/AstraZeneca,Johnson&Johnson,Sputnik V
Germany,2023-06-01,138203939,31586566,12803142,3761436,0
Germany,2023-06-02,138203939,31586566,12803142,3761436,0
Germany,2023-06-03,138203939,31586566,12803142,3761436,0
Germany,2023-06-04,138203939,31586566,12803142,3761436,0
Germany,2023-06-05,138203939,31586566,12803142,3761436,0
Germany,2023-06-06,138203939,31586566,12803142,3761436,0
Germany,2023-06-07,138203939,31586566,12803142,3761436,0
Germany,2023-06-08,138203939,31586566,12803142,3761436,0
Germany,2023-06-09,138203939,31586566,12803142,3761436,0
Germany,2023-06-10,138203939,31586566,12803142,3761436,0
Germany,2023-06-11,138203939,31586566,12803142,3761436,0
Germany,2023-06-12,138203939,31586566,12803142,3761436,0
Germany,2023-06-13,138203939,31586566,12803142,3761436,0
Germany,2023-06-14,138203939,31586566,12803142,3761436,0
Germany,2023-06-15,138203939,31586566,12803142,3761436,0
Germany,2023-06-16,138203939,31586566,12803142,3761436,0
Germany,2023-06-17,138203939,31586566,12803142,3761436,0
Germany,2023-06-18,138203939,31586566,12803142,3761436,0
Germany,2023-06-19,138203939,31586566,12803142,3761436,0
Germany,2023-06-20,138203939,31586566,12803142,3761436,0
Germany,2023-06-21,138203939,31586566,12803142,3761436,0
Germany,2023-06-22,138203939,31586566,12803142,3761436,0
Germany,2023-06-23,138203939,31586566,12803142,3761436,0
Germany,2023-06-24,138203939,31586566,12803142,3761436,0
Germany,2023-06-25,138203939,31586566,12803142,3761436,0
Germany,2023-06-26,138203939,31586566,12803142,3761436,0
Germany,2023-06-27,138203939,31586566,12803142,3761436,0
Germany,2023-06-28,138203939,31586566,12803142,3761436,0
Germany,2023-06-29,138203939,31586566,12803142,3761436,0
Germany,2023-06-30,138203939,31586566,12803142,3761436,0
Germany,2023-07-01,138203939,31586566,12803142,3761436,0
Germany,2023-07-02,138203939,31586566,12803142,3761436,0
Germany,2023-07-03,138203939,31586566,12803142,3761436,0
Germany,2023-07-04,138203939,31586566,12803142,3761436,0
Germany,2023-07-05,138203939,31586566,12803142,3761436,0
Germany,2023-07-06,138203939,31586566,12803142,3761436,0
Germany,2023-07-07,138203939,31586566,12803142,3761436,0
Germany,2023-07-08,138203939,31586566,12803142,3761436,0
Germany,2023-07-09,138203939,31586566,12803142,3761436,0
Germany,2023-07-10,138203939,31586566,12803142,3761436,0
Germany,2023-07-11,138203939,31586566,12803142,3761436,0
Germany,2023-07-12,138203939,31586566,12803142,3761436,0
Germany,2023-07-13,138203939,31586566,12803142,3761436,0
Germany,2023-07-14,138203939,31586566,12803142,3761436,0
Germany,2023-07-15,138203939,31586566,12803142,3761436,0
Germany,2023-07-16,138203939,31586566,12803142,3761436,0
Germany,2023-07-17,138203939,31586566,12803142,3761436,0
Germany,2023-07-18,138203939,31586566,12803142,3761436,0
Germany,2023-07-19,138203939,31586566,12803142,3761436,0
Germany,2023-07-20,138203939,31586566,12803142,3761436,0
Germany,2023-07-21,138203939,31586566,12803142,3761436,0
Germany,2023-07-22,138203939,31586566,12803142,3761436,0
Germany,2023-07-23,138203939,31586566,12803142,3761436,0
Germany,2023-07-24,138203939,31586566,12803142,3761436,0
Germany,2023-07-25,138203939,31586566,12803142,3761436,0
Germany,2023-07-26,138203939,31586566,12803142,3761436,0
Germany,2023-07-27,138203939,31586566,12803142,3761436,0
Germany,2023-07-28,138203939,31586566,12803142,3761436,0
Germany,2023-07-29,138203939,31586566,12803142,3761436,0
Germany,2023-07-30,138203939,31586566,12803142,3761436,0
Germany,2023-07-31,138203939,31586566,12803142,3761436,0
Germany,2023-08-01,138203939,31586566,12803142,3761436,0
Germany,2023-08-02,138203939,31586566,12803142,3761436,0
Germany,2023-08-03,138203939,31586566,12803142,3761436,0
Germany,2023-08-04,138203939,31586566,12803142,3761436,0
Germany,2023-08-05,138203939,31586566,12803142,3761436,0
Germany,2023-08-06,138203939,31586566,12803142,3761436,0
Germany,2023-08-07,138203939,31586566,12803142,3761436,0
Germany,2023-08-08,138203939,31586566,12803142,3761436,0
Germany,2023-08-09,138203939,31586566,12803142,3761436,0
Germany,2023-08-10,138203939,31586566,12803142,3761436,0
Germany,2023-08-11,138203939,31586566,12803142,3761436,0
Germany,2023-08-12,138203939,31586566,12803142,3761436,0
Germany,2023-08-13,138203939,31586566,12803142,3761436,0
Germany,2023-08-14,138203939,31586566,12803142,3761436,0
Germany,2023-08-15,138203939,31586566,12803142,3761436,0
Germany,2023-08-16,138203939,31586566,12803142,3761436,0
Germany,2023-08-17,138203939,31586566,12803142,3761436,0
Germany,2023-08-18,138203939,31586566,12803142,3761436,0
Germany,2023-08-19,138203939,31586566,12803142,3761436,0
Germany,2023-08-20,138203939,31586566,12803142,3761436,0
Germany,2023-08-21,138203939,31586566,12803142,3761436,0
Germany,2023-08-22,138203939,31586566,12803142,3761436,0
Germany,2023-08-23,138203939,31586566,12803142,3761436,0
Germany,2023-08-24,138203939,31586566,12803142,3761436,0
Germany,2023-08-25,138203939,31586566,12803142,3761436,0
Germany,2023-08-26,138203939,31586566,12803142,3761436,0
Germany,2023-08-27,138203939,31586566,12803142,3761436,0
Germany,2023-08-28,138203939,31586566,12803142,3761436,0
Germany,2023-08-29,138203939,31586566,12803142,3761436,0
Germany,2023-08-30,138203939,31586566,12803142,3761436,0
Germany,2023-08-31,138203939,31586566,12803142,3761436,0
Germany,2023-09-01,138203939,31586566,12803142,3761436,0
Germany,2023-09-02,138203939,31586566,12803142,3761436,0
Germany,2023-09-03,138203939,31586566,12803142,3761436,0
Germany,2023-09-04,138203939,31586566,12803142,3761436,0
Germany,2023-09-05,138203939,31586566,12803142,3761436,0
Germany,2023-09-06,138203939,31586566,12803142,3761436,0
Germany,2023-09-07,138203939,31586566,12803142,3761436,0
Germany,2023-09-08,138203939,31586566,12803142,3761436,0
Germany,2023-09-09,138203939,31586566,12803142,3761436,0
Germany,2023-09-10,138203939,31586566,12803142,3761436,0
Germany,2023-09-11,138203939,31586566,12803142,3761436,0
Germany,2023-09-12,138203939,31586566,12803142,3761436,0
Germany,2023-09-13,138203939,31586566,12803142,3761436,0
Germany,2023-09-14,138203939,31586566,12803142,3761436,0
Germany,2023-09-15,138203939,31586566,12803142,3761436,0
Germany,2023-09-16,138203939,31586566,12803142,3761436,0
Germany,2023-09-17,138203939,31586566,12803142,3761436,0
Germany,2023-09-18,138203939,31586566,12803142,3761436,0
Germany,2023-09-19,138203939,31586566,12803142,3761436,0
Germany,2023-09-20,138203939,31586566,12803142,3761436,0
Germany,2023-09-21,138203939,31586566,12803142,3761436,0
Germany,2023-09-22,138203939,31586566,12803142,3761436,0
Germany,2023-09-23,138203939,31586566,12803142,3761436,0
Germany,2023-09-24,138203939,31586566,12803142,3761436,0
Germany,2023-09-25,138203939,31586566,12803142,3761436,0
Germany,2023-09-26,138203939,31586566,12803142,3761436,0
Germany,2023-09-27,138203939,31586566,12803142,3761436,0
Germany,2023-09-28,138203939,31586566,12803142,3761436,0
Germany,2023-09-29,138203939,31586566,12803142,3761436,0
Germany,2023-09-30,138203939,31586566,12803142,3761436,0
Germany,2023-10-01,138203939,31586566,12803142,3761436,0
Germany,2023-10-02,138203939,31586566,12803142,3761436,0
Germany,2023-10-03,138203939,31586566,12803142,3761436,0
Germany,2023-10-04,138203939,31586566,12803142,3761436,0
Germany,2023-10-05,138203939,31586566,12803142,3761436,0
Germany,2023-10-06,138203939,31586566,12803142,3761436,0
Germany,2023-10-07,138203939,31586566,12803142,3761436,0
Germany,2023-10-08,138203939,31586566,12803142,3761436,0
Germany,2023-10-09,138203939,31586566,12803142,3761436,0
Germany,2023-10-10,138203939,31586566,12803142,3761436,0
Germany,2023-10-11,138203939,31586566,12803142,3761436,0
Germany,2023-10-12,138203939,31586566,12803142,3761436,0
Germany,2023-10-13,138203939,31586566,12803142,3761436,0
Germany,2023-10-14,138203939,31586566,12803142,3761436,0
Germany,2023-10-15,138203939,31586566,12803142,3761436,0
Germany,2023-10-16,138203939,31586566,12803142,3761436,0
Germany,2023-10-17,138203939,31586566,12803142,3761436,0
Germany,2023-10-18,138203939,31586566,12803142,3761436,0
Germany,2023-10-19,138203939,31586566,12803142,3761436,0
Germany,2023-10-20,138203939,31586566,12803142,3761436,0
Germany,2023-10-21,138203939,31586566,12803142,3761436,0
Germany,2023-10-22,138203939,31586566,12803142,3761436,0
Germany,2023-10-23,138203939,31586566,12803142,3761436,0
Germany,2023-10-24,138203939,31586566,12803142,3761436,0
Germany,2023-10-25,138203939,31586566,12803142,3761436,0
Germany,2023-10-26,138203939,31586566,12803142,3761436,0
Germany,2023-10-27,138203939,31586566,12803142,3761436,0
Germany,2023-10-28,138203939,31586566,12803142,3761436,0
Germany,2023-10-29,138203939,31586566,12803142,3761436,0
Germany,2023-10-30,138203939,31586566,12803142,3761436,0
Germany,2023-10-31,138203939,31586566,12803142,3761436,0
Germany,2023-11-01,138203939,31586566,12803142,3761436,0
Germany,2023-11-02,138203939,31586566,12803142,3761436,0
Germany,2023-11-03,138203939,31586566,12803142,3761436,0
Germany,2023-11-04,138203939,31586566,12803142,3761436,0
Germany,2023-11-05,138203939,31586566,12803142,3761436,0
Germany,2023-11-06,138203939,31586566,12803142,3761436,0
Germany,2023-11-07,138203939,31586566,12803142,3761436,0
Germany,2023-11-08,138203939,31586566,12803142,3761436,0
Germany,2023-11-09,138203939,31586566,12803142,3761436,0
Germany,2023-11-10,138203939,31586566,12803142,3761436,0
Germany,2023-11-11,138203939,31586566,12803142,3761436,0
Germany,2023-11-12,138203939,31586566,12803142,3761436,0
Germany,2023-11-13,138203939,31586566,12803142,3761436,0
Germany,2023-11-14,138203939,31586566,12803142,3761436,0
Germany,2023-11-15,138203939,31586566,12803142,3761436,0
Germany,2023-11-16,138203939,31586566,12803142,3761436,0
Germany,2023-11-17,138203939,31586566,12803142,3761436,0
Germany,2023-11-18,138203939,31586566,12803142,3761436,0
Germany,2023-11-19,138203939,31586566,12803142,3761436,0
Germany,2023-11-20,138203939,31586566,12803142,3761436,0
Germany,2023-11-21,138203939,31586566,12803142,3761436,0
Germany,2023-11-22,138203939,31586566,12803142,3761436,0
Germany,2023-11-23,138203939,31586566,12803142,3761436,0
Germany,2023-11-24,138203939,31586566,12803142,3761436,0
Germany,2023-11-25,138203939,31586566,12803142,3761436,0
Germany,2023-11-26,138203939,31586566,12803142,3761436,0
Germany,2023-11-27,138203939,31586566,12803142,3761436,0
Germany,2023-11-28,138203939,31586566,12803142,3761436,0
Germany,2023-11-29,138203939,31586566,12803142,3761436,0
Germany,2023-11-30,138203939,31586566,12803142,3761436,0
Germany,2023-12-01,138203939,31586566,12803142,3761436,0
Germany,2023-12-02,138203939,31586566,12803142,3761436,0
Germany,2023-12-03,138203939,31586566,12803142,3761436,0
Germany,2023-12-04,138203939,31586566,12803142,3761436,0
Germany,2023-12-05,138203939,31586566,12803142,3761436,0
Germany,2023-12-06,138203939,31586566,12803142,3761436,0
Germany,2023-12-07,138203939,31586566,12803142,3761436,0
Germany,2023-12-08,138203939,31586566,12803142,3761436,0
Germany,2023-12-09,138203939,31586566,12803142,3761436,0
Germany,2023-12-10,138203939,31586566,12803142,3761436,0
Germany,2023-12-11,138203939,31586566,12803142,3761436,0
Germany,2023-12-12,138203939,31586566,12803142,3761436,0
Germany,2023-12-13,138203939,31586566,12803142,3761436,0
Germany,2023-12-14,138203939,31586566,12803142,3761436,0
Germany,2023-12-15,138203939,31586566,12803142,3761436,0
Germany,2023-12-16,138203939,31586566,12803142,3761436,0
Germany,2023-12-17,138203939,31586566,12803142,3761436,0
Germany,2023-12-18,138203939,31586566,12803142,3761436,0
Germany,2023-12-19,138203939,31586566,12803142,3761436,0
Germany,2023-12-20,138203939,31586566,12803142,3761436,0
Germany,2023-12-21,138203939,31586566,12803142,3761436,0
Germany,2023-12-22,138203939,31586566,12803142,3761436,0
Germany,2023-12-23,138203939,31586566,12803142,3761436,0
Germany,2023-12-24,138203939,31586566,12803142,3761436,0
Germany,2023-12-25,138203939,31586566,12803142,3761436,0
Germany,2023-12-26,138203939,31586566,12803142,3761436,0
Germany,2023-12-27,138203939,31586566,12803142,3761436,0
Germany,2023-12-28,138203939,31586566,12803142,3761436,0
Germany,2023-12-29,138203939,31586566,12803142,3761436,0
Germany,2023-12-30,138203939,31586566,12803142,3761436,0
Germany,2023-12-31,138203939,31586566,12803142,3761436,0
Germany,2024-01-01,138203939,31586566,12803142,3761436,0
Germany,2024-01-02,138203939,31586566,12803142,3761436,0
Germany,2024-01-03,138203939,31586566,12803142,3761436,0
Germany,2024-01-04,138203939,31586566,12803142,3761436,0
Germany,2024-01-05,138203939,31586566,12803142,3761436,0
Germany,2024-01-06,138203939,31586566,12803142,3761436,0
Germany,2024-01-07,138203939,31586566,12803142,3761436,0
Germany,2024-01-08,138203939,31586566,12803142,3761436,0
Germany,2024-01-09,138203939,31586566,12803142,3761436,0
Germany,2024-01-10,138203939,31586566,12803142,3761436,0
Germany,2024-01-11,138203939,31586566,12803142,3761436,0
Germany,2024-01-12,138203939,31586566,12803142,3761436,0
Germany,2024-01-13,138203939,31586566,12803142,3761436,0
Germany,2024-01-14,138203939,31586566,12803142,3761436,0
Germany,2024-01-15,138203939,31586566,12803142,3761436,0
Germany,2024-01-16,138203939,31586566,12803142,3761436,0
Germany,2024-01-17,138203939,31586566,12803142,3761436,0
Germany,2024-01-18,138203939,31586566,12803142,3761436,0
Germany,2024-01-19,138203939,31586566,12803142,3761436,0
Germany,2024-01-20,138203939,31586566,12803142,3761436,0
Germany,2024-01-21,138203939,31586566,12803142,3761436,0
Germany,2024-01-22,138203939,31586566,12803142,3761436,0
Germany,2024-01-23,138203939,31586566,12803142,3761436,0
Germany,2024-01-24,138203939,31586566,12803142,3761436,0
Germany,2024-01-25,138203939,31586566,12803142,3761436,0
Germany,2024-01-26,138203939,31586566,12803142,3761436,0
Germany,2024-01-27,138203939,31586566,12803142,3761436,0
Germany,2024-01-28,138203939,31586566,12803142,3761436,0
Germany,2024-01-29,138203939,31586566,12803142,3761436,0
Germany,2024-01-30,138203939,31586566,12803142,3761436,0
Germany,2024-01-31,138203939,31586566,12803142,3761436,0
Germany,2024-02-01,138203939,31586566,12803142,3761436,0
Germany,2024-02-02,138203939,31586566,12803142,3761436,0
Germany,2024-02-03,138203939,31586566,12803142,3761436,0
Germany,2024-02-04,138203939,31586566,12803142,3761436,0
Germany,2024-02-05,138203939,31586566,12803142,3761436,0
Germany,2024-02-06,138203939,31586566,12803142,3761436,0
Germany,2024-02-07,138203939,31586566,12803142,3761436,0
Germany,2024-02-08,138203939,31586566,12803142,3761436,0
Germany,2024-02-09,138203939,31586566,12803142,3761436,0
Germany,2024-02-10,138203939,31586566,12803142,3761436,0
Germany,2024-02-11,138203939,31586566,12803142,3761436,0
Germany,2024-02-12,138203939,31586566,12803142,3761436,0
Germany,2024-02-13,138203939,31586566,12803142,3761436,0
Germany,2024-02-14,138203939,31586566,12803142,3761436,0
Germany,2024-02-15,138203939,31586566,12803142,3761436,0
Germany,2024-02-16,138203939,31586566,12803142,3761436,0
Germany,2024-02-17,138203939,31586566,12803142,3761436,0
Germany,2024-02-18,138203939,31586566,12803142,3761436,0
Germany,2024-02-19,138203939,31586566,12803142,3761436,0
Germany,2024-02-20,138203939,31586566,12803142,3761436,0
Germany,2024-02-21,138203939,31586566,12803142,3761436,0
Germany,2024-02-22,138203939,31586566,12803142,3761436,0
Germany,2024-02-23,138203939,31586566,12803142,3761436,0
Germany,2024-02-24,138203939,31586566,12803142,3761436,0
Germany,2024-02-25,138203939,31586566,12803142,3761436,0
Germany,2024-02-26,138203939,31586566,12803142,3761436,0
Germany,2024-02-27,138203939,31586566,12803142,3761436,0
Germany,2024-02-28,138203939,31586566,12803142,3761436,0
Germany,2024-02-29,138203939,31586566,12803142,3761436,0
Germany,2024-03-01,138203939,31586566,12803142,3761436,0
Germany,2024-03-02,138203939,31586566,12803142,3761436,0
Germany,2024-03-03,138203939,31586566,12803142,3761436,0
Germany,2024-03-04,138203939,31586566,12803142,3761436,0
Germany,2024-03-05,138203939,31586566,12803142,3761436,0
Germany,2024-03-06,138203939,31586566,12803142,3761436,0
Germany,2024-03-07,138203939,31586566,12803142,3761436,0
Germany,2024-03-08,138203939,31586566,12803142,3761436,0
Germany,2024-03-09,138203939,31586566,12803142,3761436,0
Germany,2024-03-10,138203939,31586566,12803142,3761436,0
Germany,2024-03-11,138203939,31586566,12803142,3761436,0
Germany,2024-03-12,138203939,31586566,12803142,3761436,0
Germany,2024-03-13,138203939,31586566,12803142,3761436,0
Germany,2024-03-14,138203939,31586566,12803142,3761436,0
Germany,2024-03-15,138203939,31586566,12803142,3761436,0
Germany,2024-03-16,138203939,31586566,12803142,3761436,0
Germany,2024-03-17,138203939,31586566,12803142,3761436,0
Germany,2024-03-18,138203939,31586566,12803142,3761436,0
Germany,2024-03-19,138203939,31586566,12803142,3761436,0
Germany,2024-03-20,138203939,31586566,12803142,3761436,0
Germany,2024-03-21,138203939,31586566,12803142,3761436,0
Germany,2024-03-22,138203939,31586566,12803142,3761436,0
Germany,2024-03-23,138203939,31586566,12803142,3761436,0
Germany,2024-03-24,138203939,31586566,12803142,3761436,0
Germany,2024-03-25,138203939,31586566,12803142,3761436,0
Germany,2024-03-26,138203939,31586566,12803142,3761436,0
Germany,2024-03-27,138203939,31586566,12803142,3761436,0
Germany,2024-03-28,138203939,31586566,12803142,3761436,0
Germany,2024-03-29,138203939,31586566,12803142,3761436,0
Germany,2024-03-30,138203939,31586566,12803142,3761436,0
Germany,2024-03-31,138203939,31586566,12803142,3761436,0
Germany,2024-04-01,138203939,31586566,12803142,3761436,0
Germany,2024-04-02,138203939,31586566,12803142,3761436,0
Germany,2024-04-03,138203939,31586566,12803142,3761436,0
Germany,2024-04-04,138203939,31586566,12803142,3761436,0
Germany,2024-04-05,138203939,31586566,12803142,3761436,0
Germany,2024-04-06,138203939,31586566,12803142,3761436,0
Germany,2024-04-07,138203939,31586566,12803142,3761436,0
Germany,2024-04-08,138203939,31586566,12803142,3761436,0
Germany,2024-04-09,138203939,31586566,12803142,3761436,0
Germany,2024-04-10,138203939,31586566,12803142,3761436,0
Germany,2024-04-11,138203939,31586566,12803142,3761436,0
Germany,2024-04-12,138203939,31586566,12803142,3761436,0
Germany,2024-04-13,138203939,31586566,12803142,3761436,0
Germany,2024-04-14,138203939,31586566,12803142,3761436,0
Germany,2024-04-15,138203939,31586566,12803142,3761436,0
Germany,2024-04-16,138203939,31586566,12803142,3761436,0
Germany,2024-04-17,138203939,31586566,12803142,3761436,0
Germany,2024-04-18,138203939,31586566,12803142,3761436,0
Germany,2024-04-19,138203939,31586566,12803142,3761436,0
Germany,2024-04-20,138203939,31586566,12803142,3761436,0
Germany,2024-04-21,138203939,31586566,12803142,3761436,0
Germany,2024-04-22,138203939,31586566,12803142,3761436,0
Germany,2024-04-23,138203939,31586566,12803142,3761436,0
Germany,2024-04-24,138203939,31586566,12803142,3761436,0
Germany,2024-04-25,138203939,31586566,12803142,3761436,0
Germany,2024-04-26,138203939,31586566,12803142,3761436,0
Germany,2024-04-27,138203939,31586566,12803142,3761436,0
Germany,2024-04-28,138203939,31586566,12803142,3761436,0
Germany,2024-04-29,138203939,31586566,12803142,3761436,0
Germany,2024-04-30,138203939,31586566,12803142,3761436,0
Germany,2024-05-01,138203939,31586566,12803142,3761436,0
Germany,2024-05-02,138203939,31586566,12803142,3761436,0
Germany,2024-05-03,138203939,31586566,12803142,3761436,0
Germany,2024-05-04,138203939,31586566,12803142,3761436,0
Germany,2024-05-05,138203939,31586566,12803142,3761436,0
Germany,2024-05-06,138203939,31586566,12803142,3761436,0
Germany,2024-05-07,138203939,31586566,12803142,3761436,0
Germany,2024-05-08,138203939,31586566,12803142,3761436,0
Germany,2024-05-09,138203939,31586566,12803142,3761436,0
Germany,2024-05-10,138203939,31586566,12803142,3761436,0
Germany,2024-05-11,138203939,31586566,12803142,3761436,0
Germany,2024-05-12,138203939,31586566,12803142,3761436,0
Germany,2024-05-13,138203939,31586566,12803142,3761436,0
Germany,2024-05-14,138203939,31586566,12803142,3761436,0
Germany,2024-05-15,138203939,31586566,12803142,3761436,0
Germany,2024-05-16,138203939,31586566,12803142,3761436,0
Germany,2024-05-17,138203939,31586566,12803142,3761436,0
Germany,2024-05-18,138203939,31586566,12803142,3761436,0
Germany,2024-05-19,138203939,31586566,12803142,3761436,0
Germany,2024-05-20,138203939,31586566,12803142,3761436,0
Germany,2024-05-21,138203939,31586566,12803142,3761436,0
Germany,2024-05-22,138203939,31586566,12803142,3761436,0
Germany,2024-05-23,138203939,31586566,12803142,3761436,0
Germany,2024-05-24,138203939,31586566,12803142,3761436,0
Germany,2024-05-25,138203939,31586566,12803142,3761436,0
Germany,2024-05-26,138203939,31586566,12803142,3761436,0
Germany,2024-05-27,138203939,31586566,12803142,3761436,0
Germany,2024-05-28,138203939,31586566,12803142,3761436,0
Germany,2024-05-29,138203939,31586566,12803142,3761436,0
Germany,2024-05-30,138203939,31586566,12803142,3761436,0
Germany,2024-05-31,138203939,31586566,12803142,3761436,0
Germany,2024-06-01,138203939,31586566,12803142,3761436,0
Germany,2024-06-02,138203939,31586566,12803142,3761436,0
Germany,2024-06-03,138203939,31586566,12803142,3761436,0
Germany,2024-06-04,138203939,31586566,12803142,3761436,0
Germany,2024-06-05,138203939,31586566,12803142,3761436,0
Germany,2024-06-06,138203939,31586566,12803142,3761436,0
Germany,2024-06-07,138203939,31586566,12803142,3761436,0
Germany,2024-06-08,138203939,31586566,12803142,3761436,0
Germany,2024-06-09,138203939,31586566,12803142,3761436,0
Germany,2024-06-10,138203939,31586566,12803142,3761436,0
Germany,2024-06-11,138203939,31586566,12803142,3761436,0
Germany,2024-06-12,138203939,31586566,12803142,3761436,0
Germany,2024-06-13,138203939,31586566,12803142,3761436,0
Germany,2024-06-14,138203939,31586566,12803142,3761436,0
Germany,2024-06-15,138203939,31586566,12803142,3761436,0
Germany,2024-06-16,138203939,31586566,12803142,3761436,0
Germany,2024-06-17,138203939,31586566,12803142,3761436,0
Germany,2024-06-18,138203939,31586566,12803142,3761436,0
Germany,2024-06-19,138203939,31586566,12803142,3761436,0
Germany,2024-06-20,138203939,31586566,12803142,3761436,0
Germany,2024-06-21,138203939,31586566,12803142,3761436,0
Germany,2024-06-22,138203939,31586566,12803142,3761436,0
Germany,2024-06-23,138203939,31586566,12803142,3761436,0
Germany,2024-06-24,138203939,31586566,12803142,3761436,0
Germany,2024-06-25,138203939,31586566,12803142,3761436,0
Germany,2024-06-26,138203939,31586566,12803142,3761436,0
Germany,2024-06-27,138203939,31586566,12803142,3761436,0
Germany,2024-06-28,138203939,31586566,12803142,3761436,0
Germany,2024-06-29,138203939,31586566,12803142,3761436,0
Germany,2024-06-30,138203939,31586566,12803142,3761436,0
Germany,2024-07-01,138203939,31586566,12803142,3761436,0
Germany,2024-07-02,138203939,31586566,12803142,3761436,0
Germany,2024-07-03,138203939,31586566,12803142,3761436,0
Germany,2024-07-04,138203939,31586566,12803142,3761436,0
Germany,2024-07-05,138203939,31586566,12803142,3761436,0
Germany,2024-07-06,138203939,31586566,12803142,3761436,0
Germany,2024-07-07,138203939,31586566,12803142,3761436,0
Germany,2024-07-08,138203939,31586566,12803142,3761436,0
Germany,2024-07-09,138203939,31586566,12803142,3761436,0
Germany,2024-07-10,138203939,31586566,12803142,3761436,0
Germany,2024-07-11,138203939,31586566,12803142,3761436,0
Germany,2024-07-12,138203939,31586566,12803142,3761436,0
Germany,2024-07-13,138203939,31586566,12803142,3761436,0
Germany,2024-07-14,138203939,31586566,12803142,3761436,0
Germany,2024-07-15,138203939,31586566,12803142,3761436,0
Germany,2024-07-16,138203939,31586566,12803142,3761436,0
Germany,2024-07-17,138203939,31586566,12803142,3761436,0
Germany,2024-07-18,138203939,31586566,12803142,3761436,0
Germany,2024-07-19,138203939,31586566,12803142,3761436,0
Germany,2024-07-20,138203939,31586566,12803142,3761436,0
Germany,2024-07-21,138203939,31586566,12803142,3761436,0
Germany,2024-07-22,138203939,31586566,12803142,3761436,0
Germany,2024-07-23,138203939,31586566,12803142,3761436,0
Germany,2024-07-24,138203939,31586566,12803142,3761436,0
Germany,2024-07-25,138203939,31586566,12803142,3761436,0
Germany,2024-07-26,138203939,31586566,12803142,3761436,0
Germany,2024-07-27,138203939,31586566,12803142,3761436,0
Germany,2024-07-28,138203939,31586566,12803142,3761436,0
Germany,2024-07-29,138203939,31586566,12803142,3761436,0
Germany,2024-07-30,138203939,31586566,12803142,3761436,0
Germany,2024-07-31,138203939,31586566,12803142,3761436,0
Germany,2024-08-01,138203939,31586566,12803142,3761436,0
Germany,2024-08-02,138203939,31586566,12803142,3761436,0
Germany,2024-08-03,138203939,31586566,12803142,3761436,0
Germany,2024-08-04,138203939,31586566,12803142,3761436,0
Germany,2024-08-05,138203939,31586566,12803142,3761436,0
Germany,2024-08-06,138203939,31586566,12803142,3761436,0
Germany,2024-08-07,138203939,31586566,12803142,3761436,0
Germany,2024-08-08,138203939,31586566,12803142,3761436,0
Germany,2024-08-09,138203939,31586566,12803142,3761436,0
Germany,2024-08-10,138203939,31586566,12803142,3761436,0
Italy,2020-12-04,7189,2,2,9,0
Italy,2020-12-05,7189,2,2,9,0
Italy,2020-12-06,7189,2,2,9,0
Italy,2020-12-07,7189,2,2,9,0
Italy,2020-12-08,7189,2,2,9,0
Italy,2020-12-09,7189,2,2,9,0
Italy,2020-12-10,7189,2,2,9,0
Italy,2020-12-11,7189,2,2,9,0
Italy,2020-12-12,7189,2,2,9,0
Italy,2020-12-13,7189,2,2,9,0
Italy,2020-12-14,7189,2,2,9,0
Italy,2020-12-15,7189,2,2,9,0
Italy,2020-12-16,7189,2,2,9,0
Italy,2020-12-17,7189,2,2,9,0
Italy,2020-12-18,7189,2,2,9,0
Italy,2020-12-19,7189,2,2,9,0
Italy,2020-12-20,7189,2,2,9,0
Italy,2020-12-21,7189,2,2,9,0
Italy,2020-12-22,7189,2,2,9,0
Italy,2020-12-23,7189,2,2,9,0
Italy,2020-12-24,7189,2,2,9,0
Italy,2020-12-25,7189,2,2,9,0
Italy,2020-12-26,7189,2,2,9,0
Italy,2020-12-27,7189,2,2,9,0
Italy,2020-12-28,8690,6,2,9,0
Italy,2020-12-29,9784,11,2,9,0
Italy,2020-12-30,14667,22,2,9,0
Italy,2020-12-31,40645,24,2,9,0
Italy,2021-01-01,51912,27,2,9,0
Italy,2021-01-02,90976,36,2,9,0
Italy,2021-01-03,126828,61,2,9,0
Italy,2021-01-04,196467,86,2,9,0
Italy,2021-01-05,276757,99,2,11,0
Italy,2021-01-06,341961,113,2,13,0
Italy,2021-01-07,434656,130,2,15,0
Italy,2021-01-08,531590,237,2,15,0
Italy,2021-01-09,619843,300,2,16,0
Italy,2021-01-10,680797,305,2,17,0
Italy,2021-01-11,762814,517,2,18,0
Italy,2021-01-12,846180,708,2,18,0
Italy,2021-01-13,941557,853,2,18,0
Italy,2021-01-14,1035850,1204,2,18,0
Italy,2021-01-15,1125716,2412,2,18,0
Italy,2021-01-16,1190778,3510,3,18,0
Italy,2021-01-17,1228016,3936,3,18,0
Italy,2021-01-18,1271445,5230,4,18,0
Italy,2021-01-19,1302647,7669,5,18,0
Italy,2021-01-20,1330495,11372,6,18,0
Italy,2021-01-21,1363980,14506,7,18,0
Italy,2021-01-22,1389385,16619,8,18,0
Italy,2021-01-23,1427738,17669,8,18,0
Italy,2021-01-24,1461035,18464,8,18,0
Italy,2021-01-25,1530119,19189,8,18,0
Italy,2021-01-26,1610366,19955,8,18,0
Italy,2021-01-27,1680885,20798,9,18,0
Italy,2021-01-28,1774460,21725,9,18,0
