Country,Code,Date,Weekly new hospital admissions
Belgium,BEL,2020-03-12,34
Belgium,BEL,2020-03-13,95
Belgium,BEL,2020-03-14,151
Belgium,BEL,2020-03-15,221
Belgium,BEL,2020-03-16,308
Belgium,BEL,2020-03-17,433
Belgium,BEL,2020-03-18,605
Belgium,BEL,2020-03-19,792
Belgium,BEL,2020-03-20,1025
Belgium,BEL,2020-03-21,1291
Belgium,BEL,2020-03-22,1499
Belgium,BEL,2020-03-23,1679
Belgium,BEL,2020-03-24,1974
Belgium,BEL,2020-03-25,2338
Belgium,BEL,2020-03-26,2619
Belgium,BEL,2020-03-27,2912
Belgium,BEL,2020-03-28,3232
Belgium,BEL,2020-03-29,3499
Belgium,BEL,2020-03-30,3717
Belgium,BEL,2020-03-31,3847
Belgium,BEL,2020-04-01,3903
Belgium,BEL,2020-04-02,3981
Belgium,BEL,2020-04-03,3896
Belgium,BEL,2020-04-04,3756
Belgium,BEL,2020-04-05,3571
Belgium,BEL,2020-04-06,3409
Belgium,BEL,2020-04-07,3334
Belgium,BEL,2020-04-08,3199
Belgium,BEL,2020-04-09,3094
Belgium,BEL,2020-04-10,3023
Belgium,BEL,2020-04-11,2913
Belgium,BEL,2020-04-12,2830
Belgium,BEL,2020-04-13,2750
Belgium,BEL,2020-04-14,2528
Belgium,BEL,2020-04-15,2381
Belgium,BEL,2020-04-16,2227
Belgium,BEL,2020-04-17,2102
Belgium,BEL,2020-04-18,1975
Belgium,BEL,2020-04-19,1925
Belgium,BEL,2020-04-20,1865
Belgium,BEL,2020-04-21,1874
Belgium,BEL,2020-04-22,1773
Belgium,BEL,2020-04-23,1664
Belgium,BEL,2020-04-24,1579
Belgium,BEL,2020-04-25,1517
Belgium,BEL,2020-04-26,1420
Belgium,BEL,2020-04-27,1365
Belgium,BEL,2020-04-28,1268
Belgium,BEL,2020-04-29,1237
Belgium,BEL,2020-04-30,1186
Belgium,BEL,2020-05-01,1099
Belgium,BEL,2020-05-02,978
Belgium,BEL,2020-05-03,910
Belgium,BEL,2020-05-04,873
Belgium,BEL,2020-05-05,831
Belgium,BEL,2020-05-06,747
Belgium,BEL,2020-05-07,716
Belgium,BEL,2020-05-08,661
Belgium,BEL,2020-05-09,664
Belgium,BEL,2020-05-10,664
Belgium,BEL,2020-05-11,620
Belgium,BEL,2020-05-12,571
Belgium,BEL,2020-05-13,553
Belgium,BEL,2020-05-14,497
Belgium,BEL,2020-05-15,483
Belgium,BEL,2020-05-16,460
Belgium,BEL,2020-05-17,443
Belgium,BEL,2020-05-18,447
Belgium,BEL,2020-05-19,432
Belgium,BEL,2020-05-20,426
Belgium,BEL,2020-05-21,423
Belgium,BEL,2020-05-22,395
Belgium,BEL,2020-05-23,389
Belgium,BEL,2020-05-24,375
Belgium,BEL,2020-05-25,362
Belgium,BEL,2020-05-26,342
Belgium,BEL,2020-05-27,318
Belgium,BEL,2020-05-28,283
Belgium,BEL,2020-05-29,274
Belgium,BEL,2020-05-30,260
Belgium,BEL,2020-05-31,255
Belgium,BEL,2020-06-01,245
Belgium,BEL,2020-06-02,242
Belgium,BEL,2020-06-03,211
Belgium,BEL,2020-06-04,217
Belgium,BEL,2020-06-05,219
Belgium,BEL,2020-06-06,200
Belgium,BEL,2020-06-07,198
Belgium,BEL,2020-06-08,187
Belgium,BEL,2020-06-09,175
Belgium,BEL,2020-06-10,173
Belgium,BEL,2020-06-11,172
Belgium,BEL,2020-06-12,167
Belgium,BEL,2020-06-13,155
Belgium,BEL,2020-06-14,147
Belgium,BEL,2020-06-15,141
Belgium,BEL,2020-06-16,144
Belgium,BEL,2020-06-17,143
Belgium,BEL,2020-06-18,131
Belgium,BEL,2020-06-19,127
Belgium,BEL,2020-06-20,134
Belgium,BEL,2020-06-21,130
Belgium,BEL,2020-06-22,132
Belgium,BEL,2020-06-23,117
Belgium,BEL,2020-06-24,114
Belgium,BEL,2020-06-25,114
Belgium,BEL,2020-06-26,111
Belgium,BEL,2020-06-27,109
Belgium,BEL,2020-06-28,104
Belgium,BEL,2020-06-29,104
Belgium,BEL,2020-06-30,109
Belgium,BEL,2020-07-01,102
Belgium,BEL,2020-07-02,94
Belgium,BEL,2020-07-03,82
Belgium,BEL,2020-07-04,82
Belgium,BEL,2020-07-05,82
Belgium,BEL,2020-07-06,78
Belgium,BEL,2020-07-07,78
Belgium,BEL,2020-07-08,78
Belgium,BEL,2020-07-09,76
Belgium,BEL,2020-07-10,76
Belgium,BEL,2020-07-11,71
Belgium,BEL,2020-07-12,71
Belgium,BEL,2020-07-13,70
Belgium,BEL,2020-07-14,71
Belgium,BEL,2020-07-15,73
Belgium,BEL,2020-07-16,75
Belgium,BEL,2020-07-17,80
Belgium,BEL,2020-07-18,96
Belgium,BEL,2020-07-19,107
Belgium,BEL,2020-07-20,112
Belgium,BEL,2020-07-21,103
Belgium,BEL,2020-07-22,115
Belgium,BEL,2020-07-23,135
Belgium,BEL,2020-07-24,158
Belgium,BEL,2020-07-25,157
Belgium,BEL,2020-07-26,155
Belgium,BEL,2020-07-27,169
Belgium,BEL,2020-07-28,201
Belgium,BEL,2020-07-29,213
Belgium,BEL,2020-07-30,210
Belgium,BEL,2020-07-31,195
Belgium,BEL,2020-08-01,198
Belgium,BEL,2020-08-02,211
Belgium,BEL,2020-08-03,212
Belgium,BEL,2020-08-04,191
Belgium,BEL,2020-08-05,206
Belgium,BEL,2020-08-06,209
Belgium,BEL,2020-08-07,223
Belgium,BEL,2020-08-08,232
Belgium,BEL,2020-08-09,226
Belgium,BEL,2020-08-10,238
Belgium,BEL,2020-08-11,270
Belgium,BEL,2020-08-12,255
Belgium,BEL,2020-08-13,268
Belgium,BEL,2020-08-14,268
Belgium,BEL,2020-08-15,273
Belgium,BEL,2020-08-16,279
Belgium,BEL,2020-08-17,259
Belgium,BEL,2020-08-18,242
Belgium,BEL,2020-08-19,246
Belgium,BEL,2020-08-20,230
Belgium,BEL,2020-08-21,228
Belgium,BEL,2020-08-22,211
Belgium,BEL,2020-08-23,200
Belgium,BEL,2020-08-24,196
Belgium,BEL,2020-08-25,173
Belgium,BEL,2020-08-26,155
Belgium,BEL,2020-08-27,146
Belgium,BEL,2020-08-28,134
Belgium,BEL,2020-08-29,116
Belgium,BEL,2020-08-30,112
Belgium,BEL,2020-08-31,113
Belgium,BEL,2020-09-01,129
Belgium,BEL,2020-09-02,134
Belgium,BEL,2020-09-03,126
Belgium,BEL,2020-09-04,129
Belgium,BEL,2020-09-05,137
Belgium,BEL,2020-09-06,140
Belgium,BEL,2020-09-07,148
Belgium,BEL,2020-09-08,162
Belgium,BEL,2020-09-09,160
Belgium,BEL,2020-09-10,176
Belgium,BEL,2020-09-11,185
Belgium,BEL,2020-09-12,204
Belgium,BEL,2020-09-13,228
Belgium,BEL,2020-09-14,236
Belgium,BEL,2020-09-15,244
Belgium,BEL,2020-09-16,266
Belgium,BEL,2020-09-17,286
Belgium,BEL,2020-09-18,313
Belgium,BEL,2020-09-19,336
Belgium,BEL,2020-09-20,345
Belgium,BEL,2020-09-21,372
Belgium,BEL,2020-09-22,398
Belgium,BEL,2020-09-23,426
Belgium,BEL,2020-09-24,470
Belgium,BEL,2020-09-25,486
Belgium,BEL,2020-09-26,482
Belgium,BEL,2020-09-27,483
Belgium,BEL,2020-09-28,496
Belgium,BEL,2020-09-29,511
Belgium,BEL,2020-09-30,526
Belgium,BEL,2020-10-01,523
Belgium,BEL,2020-10-02,524
Belgium,BEL,2020-10-03,549
Belgium,BEL,2020-10-04,589
Belgium,BEL,2020-10-05,606
Belgium,BEL,2020-10-06,628
Belgium,BEL,2020-10-07,684
Belgium,BEL,2020-10-08,725
Belgium,BEL,2020-10-09,801
Belgium,BEL,2020-10-10,887
Belgium,BEL,2020-10-11,937
Belgium,BEL,2020-10-12,1025
Belgium,BEL,2020-10-13,1136
Belgium,BEL,2020-10-14,1257
Belgium,BEL,2020-10-15,1418
Belgium,BEL,2020-10-16,1519
Belgium,BEL,2020-10-17,1719
Belgium,BEL,2020-10-18,1849
Belgium,BEL,2020-10-19,1944
Belgium,BEL,2020-10-20,2148
Belgium,BEL,2020-10-21,2319
Belgium,BEL,2020-10-22,2547
Belgium,BEL,2020-10-23,2912
Belgium,BEL,2020-10-24,3157
Belgium,BEL,2020-10-25,3415
Belgium,BEL,2020-10-26,3686
Belgium,BEL,2020-10-27,3965
Belgium,BEL,2020-10-28,4287
Belgium,BEL,2020-10-29,4455
Belgium,BEL,2020-10-30,4586
Belgium,BEL,2020-10-31,4683
Belgium,BEL,2020-11-01,4732
Belgium,BEL,2020-11-02,4799
Belgium,BEL,2020-11-03,4991
Belgium,BEL,2020-11-04,4907
Belgium,BEL,2020-11-05,4796
Belgium,BEL,2020-11-06,4654
Belgium,BEL,2020-11-07,4463
Belgium,BEL,2020-11-08,4300
Belgium,BEL,2020-11-09,4131
Belgium,BEL,2020-11-10,3850
Belgium,BEL,2020-11-11,3740
Belgium,BEL,2020-11-12,3577
Belgium,BEL,2020-11-13,3497
Belgium,BEL,2020-11-14,3442
Belgium,BEL,2020-11-15,3332
Belgium,BEL,2020-11-16,3174
Belgium,BEL,2020-11-17,2936
Belgium,BEL,2020-11-18,2729
Belgium,BEL,2020-11-19,2678
Belgium,BEL,2020-11-20,2475
Belgium,BEL,2020-11-21,2275
Belgium,BEL,2020-11-22,2185
Belgium,BEL,2020-11-23,2111
Belgium,BEL,2020-11-24,2036
Belgium,BEL,2020-11-25,1963
Belgium,BEL,2020-11-26,1857
Belgium,BEL,2020-11-27,1768
Belgium,BEL,2020-11-28,1732
Belgium,BEL,2020-11-29,1666
Belgium,BEL,2020-11-30,1578
Belgium,BEL,2020-12-01,1481
Belgium,BEL,2020-12-02,1434
Belgium,BEL,2020-12-03,1373
Belgium,BEL,2020-12-04,1360
Belgium,BEL,2020-12-05,1361
Belgium,BEL,2020-12-06,1363
Belgium,BEL,2020-12-07,1387
Belgium,BEL,2020-12-08,1394
Belgium,BEL,2020-12-09,1341
Belgium,BEL,2020-12-10,1352
Belgium,BEL,2020-12-11,1315
Belgium,BEL,2020-12-12,1274
Belgium,BEL,2020-12-13,1310
Belgium,BEL,2020-12-14,1288
Belgium,BEL,2020-12-15,1298
Belgium,BEL,2020-12-16,1314
Belgium,BEL,2020-12-17,1315
Belgium,BEL,2020-12-18,1332
Belgium,BEL,2020-12-19,1345
Belgium,BEL,2020-12-20,1291
Belgium,BEL,2020-12-21,1305
Belgium,BEL,2020-12-22,1299
Belgium,BEL,2020-12-23,1288
Belgium,BEL,2020-12-24,1291
Belgium,BEL,2020-12-25,1241
Belgium,BEL,2020-12-26,1138
Belgium,BEL,2020-12-27,1163
Belgium,BEL,2020-12-28,1174
Belgium,BEL,2020-12-29,1163
Belgium,BEL,2020-12-30,1132
Belgium,BEL,2020-12-31,1066
Belgium,BEL,2021-01-01,1065
Belgium,BEL,2021-01-02,1080
Belgium,BEL,2021-01-03,1059
Belgium,BEL,2021-01-04,1019
Belgium,BEL,2021-01-05,960
Belgium,BEL,2021-01-06,946
Belgium,BEL,2021-01-07,957
Belgium,BEL,2021-01-08,948
Belgium,BEL,2021-01-09,975
Belgium,BEL,2021-01-10,923
Belgium,BEL,2021-01-11,907
Belgium,BEL,2021-01-12,897
Belgium,BEL,2021-01-13,894
Belgium,BEL,2021-01-14,871
Belgium,BEL,2021-01-15,872
Belgium,BEL,2021-01-16,846
Belgium,BEL,2021-01-17,840
Belgium,BEL,2021-01-18,851
Belgium,BEL,2021-01-19,899
Belgium,BEL,2021-01-20,901
Belgium,BEL,2021-01-21,916
Belgium,BEL,2021-01-22,932
Belgium,BEL,2021-01-23,964
Belgium,BEL,2021-01-24,991
Belgium,BEL,2021-01-25,978
Belgium,BEL,2021-01-26,944
Belgium,BEL,2021-01-27,921
Belgium,BEL,2021-01-28,911
Belgium,BEL,2021-01-29,872
Belgium,BEL,2021-01-30,866
Belgium,BEL,2021-01-31,837
Belgium,BEL,2021-02-01,873
Belgium,BEL,2021-02-02,862
Belgium,BEL,2021-02-03,883
Belgium,BEL,2021-02-04,886
Belgium,BEL,2021-02-05,911
Belgium,BEL,2021-02-06,897
Belgium,BEL,2021-02-07,928
Belgium,BEL,2021-02-08,872
Belgium,BEL,2021-02-09,893
Belgium,BEL,2021-02-10,883
Belgium,BEL,2021-02-11,879
Belgium,BEL,2021-02-12,867
Belgium,BEL,2021-02-13,851
Belgium,BEL,2021-02-14,834
Belgium,BEL,2021-02-15,846
Belgium,BEL,2021-02-16,828
Belgium,BEL,2021-02-17,837
Belgium,BEL,2021-02-18,842
Belgium,BEL,2021-02-19,835
Belgium,BEL,2021-02-20,840
Belgium,BEL,2021-02-21,837
Belgium,BEL,2021-02-22,868
Belgium,BEL,2021-02-23,878
Belgium,BEL,2021-02-24,887
Belgium,BEL,2021-02-25,887
Belgium,BEL,2021-02-26,966
Belgium,BEL,2021-02-27,1010
Belgium,BEL,2021-02-28,1049
Belgium,BEL,2021-03-01,1041
Belgium,BEL,2021-03-02,1062
Belgium,BEL,2021-03-03,1064
Belgium,BEL,2021-03-04,1093
Belgium,BEL,2021-03-05,1041
Belgium,BEL,2021-03-06,1026
Belgium,BEL,2021-03-07,1021
Belgium,BEL,2021-03-08,1027
Belgium,BEL,2021-03-09,1053
Belgium,BEL,2021-03-10,1055
Belgium,BEL,2021-03-11,1023
Belgium,BEL,2021-03-12,1041
Belgium,BEL,2021-03-13,1095
Belgium,BEL,2021-03-14,1132
Belgium,BEL,2021-03-15,1169
Belgium,BEL,2021-03-16,1175
Belgium,BEL,2021-03-17,1228
Belgium,BEL,2021-03-18,1297
Belgium,BEL,2021-03-19,1309
Belgium,BEL,2021-03-20,1357
Belgium,BEL,2021-03-21,1383
Belgium,BEL,2021-03-22,1434
Belgium,BEL,2021-03-23,1508
Belgium,BEL,2021-03-24,1552
Belgium,BEL,2021-03-25,1586
Belgium,BEL,2021-03-26,1612
Belgium,BEL,2021-03-27,1665
Belgium,BEL,2021-03-28,1693
Belgium,BEL,2021-03-29,1691
Belgium,BEL,2021-03-30,1728
Belgium,BEL,2021-03-31,1786
Belgium,BEL,2021-04-01,1834
Belgium,BEL,2021-04-02,1922
Belgium,BEL,2021-04-03,1885
Belgium,BEL,2021-04-04,1843
Belgium,BEL,2021-04-05,1874
Belgium,BEL,2021-04-06,1790
Belgium,BEL,2021-04-07,1814
Belgium,BEL,2021-04-08,1774
Belgium,BEL,2021-04-09,1753
Belgium,BEL,2021-04-10,1749
Belgium,BEL,2021-04-11,1780
Belgium,BEL,2021-04-12,1775
Belgium,BEL,2021-04-13,1807
Belgium,BEL,2021-04-14,1691
Belgium,BEL,2021-04-15,1680
Belgium,BEL,2021-04-16,1654
Belgium,BEL,2021-04-17,1644
Belgium,BEL,2021-04-18,1643
Belgium,BEL,2021-04-19,1628
Belgium,BEL,2021-04-20,1664
Belgium,BEL,2021-04-21,1691
Belgium,BEL,2021-04-22,1683
Belgium,BEL,2021-04-23,1656
Belgium,BEL,2021-04-24,1639
Belgium,BEL,2021-04-25,1600
Belgium,BEL,2021-04-26,1546
Belgium,BEL,2021-04-27,1474
Belgium,BEL,2021-04-28,1440
Belgium,BEL,2021-04-29,1415
Belgium,BEL,2021-04-30,1384
Belgium,BEL,2021-05-01,1351
Belgium,BEL,2021-05-02,1350
Belgium,BEL,2021-05-03,1347
Belgium,BEL,2021-05-04,1307
Belgium,BEL,2021-05-05,1261
Belgium,BEL,2021-05-06,1200
Belgium,BEL,2021-05-07,1172
Belgium,BEL,2021-05-08,1141
Belgium,BEL,2021-05-09,1139
Belgium,BEL,2021-05-10,1120
Belgium,BEL,2021-05-11,1095
Belgium,BEL,2021-05-12,1079
Belgium,BEL,2021-05-13,1078
Belgium,BEL,2021-05-14,1017
Belgium,BEL,2021-05-15,1021
Belgium,BEL,2021-05-16,967
Belgium,BEL,2021-05-17,932
Belgium,BEL,2021-05-18,897
Belgium,BEL,2021-05-19,890
Belgium,BEL,2021-05-20,867
Belgium,BEL,2021-05-21,892
Belgium,BEL,2021-05-22,847
Belgium,BEL,2021-05-23,830
Belgium,BEL,2021-05-24,807
Belgium,BEL,2021-05-25,766
Belgium,BEL,2021-05-26,735
Belgium,BEL,2021-05-27,705
Belgium,BEL,2021-05-28,661
Belgium,BEL,2021-05-29,630
Belgium,BEL,2021-05-30,611
Belgium,BEL,2021-05-31,591
Belgium,BEL,2021-06-01,593
Belgium,BEL,2021-06-02,564
Belgium,BEL,2021-06-03,548
Belgium,BEL,2021-06-04,539
Belgium,BEL,2021-06-05,523
Belgium,BEL,2021-06-06,500
Belgium,BEL,2021-06-07,486
Belgium,BEL,2021-06-08,467
Belgium,BEL,2021-06-09,451
Belgium,BEL,2021-06-10,424
Belgium,BEL,2021-06-11,397
Belgium,BEL,2021-06-12,366
Belgium,BEL,2021-06-13,345
Belgium,BEL,2021-06-14,343
Belgium,BEL,2021-06-15,315
Belgium,BEL,2021-06-16,277
Belgium,BEL,2021-06-17,262
Belgium,BEL,2021-06-18,244
Belgium,BEL,2021-06-19,232
Belgium,BEL,2021-06-20,235
Belgium,BEL,2021-06-21,222
Belgium,BEL,2021-06-22,201
Belgium,BEL,2021-06-23,203
Belgium,BEL,2021-06-24,200
Belgium,BEL,2021-06-25,186
Belgium,BEL,2021-06-26,177
Belgium,BEL,2021-06-27,161
Belgium,BEL,2021-06-28,149
Belgium,BEL,2021-06-29,143
Belgium,BEL,2021-06-30,128
Belgium,BEL,2021-07-01,105
Belgium,BEL,2021-07-02,112
Belgium,BEL,2021-07-03,105
Belgium,BEL,2021-07-04,109
Belgium,BEL,2021-07-05,105
Belgium,BEL,2021-07-06,111
Belgium,BEL,2021-07-07,125
Belgium,BEL,2021-07-08,125
Belgium,BEL,2021-07-09,123
Belgium,BEL,2021-07-10,122
Belgium,BEL,2021-07-11,118
Belgium,BEL,2021-07-12,122
Belgium,BEL,2021-07-13,126
Belgium,BEL,2021-07-14,120
Belgium,BEL,2021-07-15,142
Belgium,BEL,2021-07-16,149
Belgium,BEL,2021-07-17,161
Belgium,BEL,2021-07-18,169
Belgium,BEL,2021-07-19,181
Belgium,BEL,2021-07-20,183
Belgium,BEL,2021-07-21,189
Belgium,BEL,2021-07-22,188
Belgium,BEL,2021-07-23,188
Belgium,BEL,2021-07-24,194
Belgium,BEL,2021-07-25,201
Belgium,BEL,2021-07-26,199
Belgium,BEL,2021-07-27,208
Belgium,BEL,2021-07-28,223
Belgium,BEL,2021-07-29,232
Belgium,BEL,2021-07-30,232
Belgium,BEL,2021-07-31,240
Belgium,BEL,2021-08-01,251
Belgium,BEL,2021-08-02,267
Belgium,BEL,2021-08-03,272
Belgium,BEL,2021-08-04,269
Belgium,BEL,2021-08-05,270
Belgium,BEL,2021-08-06,286
Belgium,BEL,2021-08-07,296
Belgium,BEL,2021-08-08,303
Belgium,BEL,2021-08-09,313
Belgium,BEL,2021-08-10,333
Belgium,BEL,2021-08-11,338
Belgium,BEL,2021-08-12,358
Belgium,BEL,2021-08-13,381
Belgium,BEL,2021-08-14,382
Belgium,BEL,2021-08-15,384
Belgium,BEL,2021-08-16,382
Belgium,BEL,2021-08-17,402
Belgium,BEL,2021-08-18,423
Belgium,BEL,2021-08-19,425
Belgium,BEL,2021-08-20,408
Belgium,BEL,2021-08-21,415
Belgium,BEL,2021-08-22,415
Belgium,BEL,2021-08-23,425
Belgium,BEL,2021-08-24,415
Belgium,BEL,2021-08-25,406
Belgium,BEL,2021-08-26,403
Belgium,BEL,2021-08-27,412
Belgium,BEL,2021-08-28,421
Belgium,BEL,2021-08-29,421
Belgium,BEL,2021-08-30,420
Belgium,BEL,2021-08-31,429
Belgium,BEL,2021-09-01,438
Belgium,BEL,2021-09-02,455
Belgium,BEL,2021-09-03,463
Belgium,BEL,2021-09-04,474
Belgium,BEL,2021-09-05,483
Belgium,BEL,2021-09-06,491
Belgium,BEL,2021-09-07,490
Belgium,BEL,2021-09-08,488
Belgium,BEL,2021-09-09,478
Belgium,BEL,2021-09-10,473
Belgium,BEL,2021-09-11,440
Belgium,BEL,2021-09-12,426
Belgium,BEL,2021-09-13,418
Belgium,BEL,2021-09-14,413
Belgium,BEL,2021-09-15,411
Belgium,BEL,2021-09-16,424
Belgium,BEL,2021-09-17,419
Belgium,BEL,2021-09-18,429
Belgium,BEL,2021-09-19,430
Belgium,BEL,2021-09-20,418
Belgium,BEL,2021-09-21,401
Belgium,BEL,2021-09-22,400
Belgium,BEL,2021-09-23,388
Belgium,BEL,2021-09-24,364
Belgium,BEL,2021-09-25,359
Belgium,BEL,2021-09-26,355
Belgium,BEL,2021-09-27,364
Belgium,BEL,2021-09-28,376
Belgium,BEL,2021-09-29,381
Belgium,BEL,2021-09-30,380
Belgium,BEL,2021-10-01,410
Belgium,BEL,2021-10-02,421
Belgium,BEL,2021-10-03,426
Belgium,BEL,2021-10-04,413
Belgium,BEL,2021-10-05,416
Belgium,BEL,2021-10-06,412
Belgium,BEL,2021-10-07,402
Belgium,BEL,2021-10-08,404
Belgium,BEL,2021-10-09,394
Belgium,BEL,2021-10-10,391
Belgium,BEL,2021-10-11,399
Belgium,BEL,2021-10-12,394
Belgium,BEL,2021-10-13,402
Belgium,BEL,2021-10-14,426
Belgium,BEL,2021-10-15,423
Belgium,BEL,2021-10-16,467
Belgium,BEL,2021-10-17,485
Belgium,BEL,2021-10-18,517
Belgium,BEL,2021-10-19,554
Belgium,BEL,2021-10-20,614
Belgium,BEL,2021-10-21,657
Belgium,BEL,2021-10-22,722
Belgium,BEL,2021-10-23,739
Belgium,BEL,2021-10-24,774
Belgium,BEL,2021-10-25,814
Belgium,BEL,2021-10-26,865
Belgium,BEL,2021-10-27,893
Belgium,BEL,2021-10-28,922
Belgium,BEL,2021-10-29,981
Belgium,BEL,2021-10-30,1054
Belgium,BEL,2021-10-31,1072
Belgium,BEL,2021-11-01,1075
Belgium,BEL,2021-11-02,1085
Belgium,BEL,2021-11-03,1164
Belgium,BEL,2021-11-04,1215
Belgium,BEL,2021-11-05,1209
Belgium,BEL,2021-11-06,1200
Belgium,BEL,2021-11-07,1242
Belgium,BEL,2021-11-08,1292
Belgium,BEL,2021-11-09,1384
Belgium,BEL,2021-11-10,1438
Belgium,BEL,2021-11-11,1464
Belgium,BEL,2021-11-12,1462
Belgium,BEL,2021-11-13,1567
Belgium,BEL,2021-11-14,1622
Belgium,BEL,2021-11-15,1656
Belgium,BEL,2021-11-16,1684
Belgium,BEL,2021-11-17,1711
Belgium,BEL,2021-11-18,1779
Belgium,BEL,2021-11-19,1914
Belgium,BEL,2021-11-20,1924
Belgium,BEL,2021-11-21,1966
Belgium,BEL,2021-11-22,2000
Belgium,BEL,2021-11-23,2081
Belgium,BEL,2021-11-24,2107
Belgium,BEL,2021-11-25,2166
Belgium,BEL,2021-11-26,2177
Belgium,BEL,2021-11-27,2206
Belgium,BEL,2021-11-28,2200
Belgium,BEL,2021-11-29,2234
Belgium,BEL,2021-11-30,2251
Belgium,BEL,2021-12-01,2257
Belgium,BEL,2021-12-02,2228
Belgium,BEL,2021-12-03,2203
Belgium,BEL,2021-12-04,2193
Belgium,BEL,2021-12-05,2174
Belgium,BEL,2021-12-06,2105
Belgium,BEL,2021-12-07,2051
Belgium,BEL,2021-12-08,1999
Belgium,BEL,2021-12-09,1983
Belgium,BEL,2021-12-10,1977
Belgium,BEL,2021-12-11,1930
Belgium,BEL,2021-12-12,1911
Belgium,BEL,2021-12-13,1889
Belgium,BEL,2021-12-14,1845
Belgium,BEL,2021-12-15,1778
Belgium,BEL,2021-12-16,1655
Belgium,BEL,2021-12-17,1542
Belgium,BEL,2021-12-18,1452
Belgium,BEL,2021-12-19,1375
Belgium,BEL,2021-12-20,1330
Belgium,BEL,2021-12-21,1213
Belgium,BEL,2021-12-22,1152
Belgium,BEL,2021-12-23,1112
Belgium,BEL,2021-12-24,1058
Belgium,BEL,2021-12-25,1017
Belgium,BEL,2021-12-26,996
Belgium,BEL,2021-12-27,950
Belgium,BEL,2021-12-28,948
Belgium,BEL,2021-12-29,924
Belgium,BEL,2021-12-30,942
Belgium,BEL,2021-12-31,976
Belgium,BEL,2022-01-01,996
Belgium,BEL,2022-01-02,1037
Belgium,BEL,2022-01-03,1093
Belgium,BEL,2022-01-04,1141
Belgium,BEL,2022-01-05,1186
Belgium,BEL,2022-01-06,1202
Belgium,BEL,2022-01-07,1232
Belgium,BEL,2022-01-08,1279
Belgium,BEL,2022-01-09,1285
Belgium,BEL,2022-01-10,1274
Belgium,BEL,2022-01-11,1256
Belgium,BEL,2022-01-12,1274
Belgium,BEL,2022-01-13,1283
Belgium,BEL,2022-01-14,1328
Belgium,BEL,2022-01-15,1393
Belgium,BEL,2022-01-16,1400
Belgium,BEL,2022-01-17,1436
Belgium,BEL,2022-01-18,1533
Belgium,BEL,2022-01-19,1634
Belgium,BEL,2022-01-20,1791
Belgium,BEL,2022-01-21,1901
Belgium,BEL,2022-01-22,1953
Belgium,BEL,2022-01-23,2068
Belgium,BEL,2022-01-24,2201
Belgium,BEL,2022-01-25,2320
Belgium,BEL,2022-01-26,2357
Belgium,BEL,2022-01-27,2423
Belgium,BEL,2022-01-28,2496
Belgium,BEL,2022-01-29,2538
Belgium,BEL,2022-01-30,2525
Belgium,BEL,2022-01-31,2551
Belgium,BEL,2022-02-01,2560
Belgium,BEL,2022-02-02,2576
Belgium,BEL,2022-02-03,2555
Belgium,BEL,2022-02-04,2476
Belgium,BEL,2022-02-05,2422
Belgium,BEL,2022-02-06,2443
Belgium,BEL,2022-02-07,2402
Belgium,BEL,2022-02-08,2279
Belgium,BEL,2022-02-09,2211
Belgium,BEL,2022-02-10,2083
Belgium,BEL,2022-02-11,2066
Belgium,BEL,2022-02-12,2042
Belgium,BEL,2022-02-13,1958
Belgium,BEL,2022-02-14,1824
Belgium,BEL,2022-02-15,1826
Belgium,BEL,2022-02-16,1773
Belgium,BEL,2022-02-17,1723
Belgium,BEL,2022-02-18,1602
Belgium,BEL,2022-02-19,1522
Belgium,BEL,2022-02-20,1468
Belgium,BEL,2022-02-21,1468
Belgium,BEL,2022-02-22,1359
Belgium,BEL,2022-02-23,1303
Belgium,BEL,2022-02-24,1256
Belgium,BEL,2022-02-25,1204
Belgium,BEL,2022-02-26,1116
Belgium,BEL,2022-02-27,1051
Belgium,BEL,2022-02-28,1003
Belgium,BEL,2022-03-01,969
Belgium,BEL,2022-03-02,951
Belgium,BEL,2022-03-03,929
Belgium,BEL,2022-03-04,932
Belgium,BEL,2022-03-05,947
Belgium,BEL,2022-03-06,985
Belgium,BEL,2022-03-07,989
Belgium,BEL,2022-03-08,1003
Belgium,BEL,2022-03-09,997
Belgium,BEL,2022-03-10,1003
Belgium,BEL,2022-03-11,1012
Belgium,BEL,2022-03-12,1043
Belgium,BEL,2022-03-13,1024
Belgium,BEL,2022-03-14,1070
Belgium,BEL,2022-03-15,1096
Belgium,BEL,2022-03-16,1124
Belgium,BEL,2022-03-17,1143
Belgium,BEL,2022-03-18,1187
Belgium,BEL,2022-03-19,1185
Belgium,BEL,2022-03-20,1226
Belgium,BEL,2022-03-21,1209
Belgium,BEL,2022-03-22,1240
Belgium,BEL,2022-03-23,1284
Belgium,BEL,2022-03-24,1324
Belgium,BEL,2022-03-25,1344
Belgium,BEL,2022-03-26,1388
Belgium,BEL,2022-03-27,1418
Belgium,BEL,2022-03-28,1453
Belgium,BEL,2022-03-29,1483
Belgium,BEL,2022-03-30,1485
Belgium,BEL,2022-03-31,1544
Belgium,BEL,2022-04-01,1552
Belgium,BEL,2022-04-02,1549
Belgium,BEL,2022-04-03,1535
Belgium,BEL,2022-04-04,1512
Belgium,BEL,2022-04-05,1555
Belgium,BEL,2022-04-06,1536
Belgium,BEL,2022-04-07,1512
